70	62	70	55	72	71	71	68	61	64	65	73	72	71	70	52	70	70	66	50	67	48	49	44	48	53	46	45	67	47	49	48	42
5	6	5	6	6	5	5	5	6	5	5	6	5	5	5	6	6	5	5	6	5	6	6	5	6	5	5	5	6	6	6	5	5
9	10	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	9	9	9	9	9	10	10	10	10	9	9	9	9
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2133	2157	2121	2115	2499	2176	2258	1866	2159	2166	2170	2525	2186	2183	2145	2123	2524	2197	2135	2181	2122	2105	2103	2102	2116	2158	2164	2154	2519	2155	2065	2218	2111
44	42	44	42	44	42	42	42	42	42	42	44	42	42	44	42	44	42	44	44	44	42	42	42	42	42	44	42	44	42	42	42	42
10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	9	9	9	10	10	10	10	10	9	9	9
31	31	32	30	32	32	31	32	36	31	31	31	32	31	33	32	32	32	33	37	29	28	29	25	29	31	36	36	30	28	26	29	24
9	9	9	9	7	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	4	9
0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
43	43	43	43	42	43	43	42	43	43	43	43	43	43	43	43	43	43	43	43	42	43	42	42	42	42	43	43	43	42	43	43	42
4	4	4	4	2	4	4	4	4	3	4	2	2	2	4	4	2	4	4	2	4	4	3	4	3	3	4	4	2	4	3	4	4
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10
19	19	19	19	19	22	22	19	19	19	19	19	22	22	19	19	19	22	20	19	19	19	19	19	19	19	22	20	19	19	20	19	19
38	37	38	37	38	38	38	37	38	37	38	38	38	38	37	37	38	38	38	38	37	37	37	37	37	37	38	38	38	38	37	37	37
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
